Company,Role,Domain,Experience,Location,Skills,Full_JD_Text,Type
Plumo,Artificial Intelligence (AI),ML / AI,Internship,Bangalore,"Artificial intelligence, Data Structures, Python, Certificate, Letter of recommendation, Flexible work hours, Informal dress code, 5 days a week, Job offer","About the internship As an AI intern at Plumo, you will have the opportunity to work with cutting-edge technology in the field of agentic AI. If you have a strong foundation in Python, data structures, and artificial intelligence, this is the perfect opportunity for you to gain hands-on experience and make a real impact on our projects. Selected intern's day-to-day responsibilities include: 1. Develop autonomous AI agents to eliminate the manual work of our customers. 2. Speak and build directly with our customers - travel to their office, do problem discovery, build cost-effective and reliable agents, and deploy into their systems. 3. Implement and optimize machine learning algorithms for various applications. 4. Work on data preprocessing and feature engineering tasks. 5. Conduct research on new AI technologies and trends. 6. Participate in code reviews and contribute to the overall code quality. 7. Communicate your findings and insights effectively to team members and stakeholders. If you are passionate about AI and eager to learn and grow in a fast-paced environment, we want to hear from you. Join us at Plumo and be a part of our exciting journey towards innovative AI solutions. Skill(s) required Artificial intelligence Data Structures Python Earn certifications in these skills Learn Artificial intelligence Learn Data Structures Learn Python Who can apply Only those candidates can apply who: 1. are available for full time (in-office) internship 2. can start the internship between 15th Jun'26 and 20th Jul'26 3. are available for duration of 3 months 4. are from Bangalore only 5. have relevant skills and interests Perks Certificate Letter of recommendation Flexible work hours Informal dress code 5 days a week Job offer Additional information Job offer: On successful conversion to a permanent employee, the candidate can expect a salary of ₹ 1200000 to 2000000/year Number of openings 2 About Plumo Website At Plumo, we build enterprise-grade AI solutions for finance teams - enabling secure adoption of AI across critical workflows. We are a team that has experience working with companies like Microsoft, Salesforce, Atlassian, and Walmart, and have deep experience building and scaling enterprise systems. Activity on Internshala Hiring since June 2026 1 opportunity posted Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login",Internship
Enlight Lab,AI Agent Development,ML / AI,Internship,Bangalore,"AI Voiceover, APIs, Client Relationship Management (CRM), Generative AI Tools, JSON, LLM evaluation, Python, Python Libraries, Certificate, Letter of recommendation, Flexible work hours, 5 days a week","About the work from home job/internship 1. Build AI agents that can reason, take actions, and interact with tools (APIs, databases, workflows) 2. Design and deploy AI voice agents for real-world use cases (sales, support, automation) 3. Integrate LLMs with external systems (APIs, CRMs, internal tools) 4. Implement agent memory, planning, and multi-step reasoning workflows. 5. Work on speech pipelines (STT     LLM     TTS) for real-time voice interactions 6. Engineer prompts, system instructions, and response flows for high reliability 7. Build end-to-end agent pipelines, not just models 8. Optimize agents for latency, cost, and production stability 9. Ship features into live environments, not just prototypes 10. Collaborate directly with product and engineering to turn ideas into deployed systems Skill(s) required AI Voiceover APIs Client Relationship Management (CRM) Generative AI Tools JSON LLM evaluation Python Python Libraries Earn certifications in these skills Learn  AI Voiceover Learn AI Voiceover Learn Generative AI Tools Learn Python Who can apply Only those candidates can apply who: 1. are available for the work from home job/internship 2. can start the work from home job/internship between 15th Jun'26 and 20th Jul'26 3. are available for duration of 6 months 4. have relevant skills and interests Other requirements • Strong Python skills • Solid understanding of APIs, JSON, and system integration • Working knowledge of LLMs and prompt engineering • Ability to build and debug end-to-end systems • High ownership mindset — you build, test, and ship Perks Certificate Letter of recommendation Flexible work hours 5 days a week Number of openings 2 About Enlight Lab Website We are a remote-first organization with systems and culture built to support working from anywhere. Enlight Lab was born to help companies bridge the gap between bold product ideas and real-world execution. We act as fractional CTOs, product leaders, and engineering strategists working side-by-side with founders and internal teams to ensure your tech supports your vision at every step. Activity on Internshala Hiring since February 2026 7 opportunities posted Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login",Internship
StoryYell Private Limited,Artificial Intelligence (AI) Engineering,ML / AI,Internship,Bangalore,"Computer Vision, Python, Certificate","About the internship Selected intern's day-to-day responsibilities include: 1. Develop solutions for a production-grade problem statement in multi-lingual document understanding. 2. Apply advanced Python and image processing algorithms to optimize document layouts. 3. Fine-tune state-of-the-art models to interpret data across multiple Indian languages. 4. Build and deploy backend API services and connect them with clean user interfaces. 5. Use modern AI-agent development loops to accelerate software shipping speeds. 6. Engage in regular technical reviews and virtual mentoring sessions with senior leaders. Skill(s) required Computer Vision Python Earn certifications in these skills Learn Python Learn VLSI Learn AI in Data Science Learn Embedded Systems Learn Data Structures & Algorithms Learn Web Development Learn Vibe Coding Learn Machine Learning Learn Natural Language Processing Learn Data Science Learn SAS Programming Learn SQL for Data Analytics Learn Power BI Learn Clinical Trial Analysis & Reporting Learn Git & Github Learn Artificial intelligence + 9 more skills Who can apply Only those candidates can apply who: 1. are available for full time (in-office) internship 2. can start the internship between 13th Jun'26 and 18th Jul'26 3. are available for duration of 4 months 4. have relevant skills and interests * Women wanting to start/restart their career can also apply. Perks Certificate Additional information Stipend Structure: Fixed pay: ₹ 25,000 /month Incentive pay: ₹ 7,000 /month Number of openings 5 About StoryYell Private Limited Website At StoryYell, we believe that every brand has a unique story to tell. And we're here to help you tell that story to the people who matter most. Our localized marketing solutions will help you connect with your target audience in a meaningful and memorable way. Our team of experts will work with you to understand the needs, values, and interests of your local community. We'll then create customized marketing strategies that resonate with your audience and drive real results. Our solutions include targeted digital and offline advertising, localized events, and community outreach programs. With StoryYell, you can say goodbye to generic and impersonal advertising campaigns. Instead, you'll connect with your audience on a deeper level, build brand awareness and loyalty, and make a positive impact in the communities you serve. Activity on Internshala Hiring since February 2026 134 opportunities posted Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login",Internship
She Can Foundation,AI Automation Development,ML / AI,Internship,Bangalore,"Artificial intelligence, Artificial Intelligence Markup Language (AIML), Automation, ChatGPT, Claude, Cursor (GenAI), English Proficiency (Spoken), Gemini, Grok, HTML, Java, JavaScript, Machine Learning, Neural Networks, Notion, Python, Test Automation, Vibe Coding, Web development, Certificate, Letter of recommendation, Flexible work hours, Job offer","About the work from home job/internship Are you passionate about using technology to make a positive impact on the world? She Can Foundation is looking for a motivated AI automation development intern to join our team and help us revolutionize our operations through cutting-edge automation technology. Selected intern's day-to-day responsibilities include: 1. Work closely with our development team to design, develop, and implement AI solutions to streamline our processes. 2. Collaborate with internal stakeholders to understand their needs and create custom automation solutions that meet their requirements. 3. Conduct research on the latest trends and advances in AI technology to ensure our systems are up-to-date and efficient. 4. Assist in testing and debugging AI algorithms to ensure they are functioning correctly and meeting performance metrics. 5. Participate in team meetings and brainstorming sessions to contribute innovative ideas for automation projects. 6. Document and communicate project progress and results to the team and key stakeholders. 7. Learn and grow your skills in AI development as you work on real-world projects that make a difference in the lives of women and girls. If you are a proactive problem-solver with a passion for AI technology and a desire to make a difference, we want to hear from you! Join us at She Can Foundation and help us empower women and girls through the power of automation. Apply now and be part of a team that is changing the world! Skill(s) required Artificial intelligence Artificial Intelligence Markup Language (AIML) Automation ChatGPT Claude Cursor (GenAI) English Proficiency (Spoken) Gemini Grok HTML Java JavaScript Machine Learning Neural Networks Notion Python Test Automation Vibe Coding Web development Earn certifications in these skills Learn Artificial intelligence Learn Cursor (GenAI) Learn Business Communication Learn HTML Learn Java Learn Node.JS using Javascript Learn Software Testing using Javascript Learn Machine Learning Learn Python Learn Vibe Coding + 3 more skills Who can apply Only those candidates can apply who: 1. are available for the work from home job/internship 2. can start the work from home job/internship between 13th Jun'26 and 18th Jul'26 3. are available for duration of 1 month 4. have relevant skills and interests * Women wanting to start/restart their career can also apply. Perks Certificate Letter of recommendation Flexible work hours Job offer Number of openings 10 About She Can Foundation The She Can Foundation is an NGO, registered under the Indian Societies Registration Act of 1860, dedicated to uplifting and empowering underprivileged women. Our mission is to provide education, training, and resources to help women from marginalized communities overcome obstacles and achieve their full potential. We work to promote gender equality, increase access to healthcare and education, and provide opportunities for economic growth and development. Through our programs and initiatives, we strive to create a world where every woman has the resources and support she needs to thrive and succeed. Join us in our mission to empower women and help build a brighter future for all. Activity on Internshala Hiring since April 2023 2173 opportunities posted 64693 candidates hired Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login",Internship
She Can Foundation,AI Data Analytics,ML / AI,Internship,Bangalore,"Algorithms, Artificial intelligence, Artificial Intelligence Markup Language (AIML), Claude, Content Writing, Creative Direction, Creative Writing, Cursor (GenAI), Data Analysis, Data Analytics, Data Annotation, Data Cleaning, Data Engineering, Data Extraction, Data Interpretation, Data Manipulation, Data Preparation, Machine Learning, Machine Learning Operations (MLOps), Problem Solving, Certificate, Letter of recommendation, Flexible work hours, Job offer","About the work from home job/internship Are you passionate about using data to make a difference in the world? She Can Foundation is seeking a dynamic AI data analytics intern to join our team and help us empower women and girls through education and mentorship programs. As an intern, you will have the opportunity to work on exciting projects, gain valuable experience, and contribute to our mission of promoting gender equality. Selected intern's day-to-day responsibilities include: 1. Collect and analyze data to identify trends and patterns 2. Develop and implement machine learning models to improve program effectiveness 3. Assist in creating data visualizations and reports for stakeholders 4. Collaborate with team members to brainstorm and implement data-driven solutions 5. Conduct research on best practices in AI and data analytics 6. Support ongoing data projects and initiatives 7. Present findings and recommendations to the leadership team If you are a self-motivated individual with a strong background in data analytics and a passion for social impact, we want to hear from you. Join us in making a difference and empowering women and girls around the world. Apply now to be a part of our innovative team at She Can Foundation. Skill(s) required Algorithms Artificial intelligence Artificial Intelligence Markup Language (AIML) Claude Content Writing Creative Direction Creative Writing Cursor (GenAI) Data Analysis Data Analytics Data Annotation Data Cleaning Data Engineering Data Extraction Data Interpretation Data Manipulation Data Preparation Machine Learning Machine Learning Operations (MLOps) Problem Solving Earn certifications in these skills Learn Algorithms Learn Artificial intelligence Learn Creative Writing Learn Cursor (GenAI) Learn Data Analytics Learn Machine Learning Who can apply Only those candidates can apply who: 1. are available for the work from home job/internship 2. can start the work from home job/internship between 13th Jun'26 and 18th Jul'26 3. are available for duration of 1 month 4. have relevant skills and interests * Women wanting to start/restart their career can also apply. Perks Certificate Letter of recommendation Flexible work hours Job offer Number of openings 10 About She Can Foundation The She Can Foundation is an NGO, registered under the Indian Societies Registration Act of 1860, dedicated to uplifting and empowering underprivileged women. Our mission is to provide education, training, and resources to help women from marginalized communities overcome obstacles and achieve their full potential. We work to promote gender equality, increase access to healthcare and education, and provide opportunities for economic growth and development. Through our programs and initiatives, we strive to create a world where every woman has the resources and support she needs to thrive and succeed. Join us in our mission to empower women and help build a brighter future for all. Activity on Internshala Hiring since April 2023 2173 opportunities posted 64693 candidates hired Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login",Internship
SKIDEV EDUTECH PRIVATE LIMITED,Artificial Intelligence (AI) Tester,ML / AI,Internship,Bangalore,"Artificial intelligence, Data Science, Data Structures, Deep Learning, Machine Learning, Natural Language Processing (NLP), Neural Networks, Python, Certificate, Letter of recommendation, Flexible work hours","About the internship As an AI tester Intern at SKIDEV EDUTECH PRIVATE LIMITED, you will have the exciting opportunity to work with cutting-edge technologies and contribute to the development of innovative educational solutions. Your primary responsibilities will include: Selected intern's day-to-day responsibilities include: 1. Testing and evaluating AI algorithms and models to ensure accuracy and efficiency. 2. Collaborating with the development team to identify, troubleshoot, and resolve any issues or bugs in the AI system. 3. Building and maintaining test cases and datasets for conducting thorough performance testing. 4. Analyzing and interpreting data to provide insights and recommendations for improvement. 5. Implementing quality assurance processes to ensure the reliability and robustness of the AI system. 6. Researching and staying up-to-date on the latest advancements in AI technology and best practices. 7. Participating in team meetings and sharing your ideas and expertise to enhance the overall performance of the AI system. If you are a driven and talented individual with a strong passion for AI, deep learning, Python, data structures, machine learning, data science, neural networks, NLP, and AI testing, we invite you to join our dynamic team and make a meaningful impact on the future of education. Skill(s) required Artificial intelligence Data Science Data Structures Deep Learning Machine Learning Natural Language Processing (NLP) Neural Networks Python Earn certifications in these skills Learn Artificial intelligence Learn Data Science Learn Data Structures Learn Deep Learning Learn Machine Learning Learn NLP Learn Python Who can apply Only those candidates can apply who: 1. are available for full time (in-office) internship 2. can start the internship between 13th Jun'26 and 18th Jul'26 3. are available for duration of 6 months 4. have relevant skills and interests * Women wanting to start/restart their career can also apply. Perks Certificate Letter of recommendation Flexible work hours Number of openings 7 About SKIDEV EDUTECH PRIVATE LIMITED Website SkiDev is an EdTech which upskill in data domain and business domain roles. We teach through industry mentors. Activity on Internshala Hiring since January 2026 84 opportunities posted Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login",Internship
Sankar Group,Automation N8n,ML / AI,Internship,Bangalore,"Artificial intelligence, Automation, LLM evaluation, Certificate, Letter of recommendation","About the work from home job/internship As an automation intern at Sankar Group, you will have the unique opportunity to work with cutting-edge technology in the fields of artificial intelligence and automation. Your role will involve assisting in the development and implementation of automation solutions, as well as conducting LLM evaluations to optimize processes within the company. Selected intern's day-to-day responsibilities include: 1. Collaborate with the automation team to design and implement AI-driven solutions. 2. Conduct research on the latest advancements in automation technology. 3. Assist in the evaluation of LLM processes to identify areas for improvement. 4. Work closely with team members to troubleshoot and resolve any issues that arise. 5. Analyze data to make informed decisions on process optimization. 6. Present findings and recommendations to senior management. 7. Continuously learn and develop your skills in the field of automation. If you are a motivated and innovative individual with a passion for automation and AI, we invite you to join our team and make a significant impact at Sankar Group. Skill(s) required Artificial intelligence Automation LLM evaluation Earn certifications in these skills Learn Artificial intelligence Learn Machine Learning Learn Natural Language Processing Learn AI in Data Science Learn Data Science Learn SAS Programming Learn SQL for Data Analytics Learn Power BI Learn Clinical Trial Analysis & Reporting + 2 more skills Who can apply Only those candidates can apply who: 1. are available for the work from home job/internship 2. can start the work from home job/internship between 15th Jun'26 and 20th Jul'26 3. are available for duration of 6 months 4. have relevant skills and interests Perks Certificate Letter of recommendation Number of openings 1 About Sankar Group Website Sankar Group - Powering Ideas, Building Futures. Sankar Group is a multi-vertical business ecosystem founded by an entrepreneur with 18+ years of experience across leading e-commerce and telecom giants like eBay, Amazon, Flipkart, Airtel, and Jio. With innovation at its core, the group is driving change across AI, fintech, clean energy, and real estate. At Sankar Group, we blend experience with vision to build sustainable, scalable, and tech-driven businesses that solve real-world problems. Activity on Internshala Hiring since July 2025 66 opportunities posted 18 candidates hired Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login",Internship
She Can Foundation,AI Agent Development,ML / AI,Internship,Bangalore,"Artificial intelligence, ChatGPT, Claude, Cursor (GenAI), Gemini, Generative AI Tools, Grok, Notion, Vibe Coding, Certificate, Letter of recommendation, Flexible work hours, Job offer","About the work from home job/internship Are you a tech-savvy individual with a passion for Artificial Intelligence and a knack for Vibe Coding? Join our team at She Can Foundation as an AI Agent Development intern and make a difference in the world of technology! Key responsibilities: 1. Collaborate with our team to develop AI agents for various projects. 2. Utilize your knowledge of Artificial Intelligence to create innovative solutions. 3. Implement Vibe Coding techniques to enhance the functionality of our AI agents. 4. Conduct research on the latest trends in AI technology and recommend improvements. 5. Test and debug AI agents to ensure optimal performance. 6. Assist in training staff on how to effectively utilize AI agents. 7. Participate in team meetings and brainstorming sessions to contribute ideas for future projects. If you are ready to take on this exciting opportunity and advance your skills in AI development, apply now and be a part of our dynamic team at She Can Foundation! Skill(s) required Artificial intelligence ChatGPT Claude Cursor (GenAI) Gemini Generative AI Tools Grok Notion Vibe Coding Earn certifications in these skills Learn Artificial intelligence Learn Cursor (GenAI) Learn Generative AI Tools Learn Vibe Coding Who can apply Only those candidates can apply who: 1. are available for the work from home job/internship 2. can start the work from home job/internship between 13th Jun'26 and 18th Jul'26 3. are available for duration of 1 month 4. have relevant skills and interests * Women wanting to start/restart their career can also apply. Perks Certificate Letter of recommendation Flexible work hours Job offer Number of openings 10 About She Can Foundation The She Can Foundation is an NGO, registered under the Indian Societies Registration Act of 1860, dedicated to uplifting and empowering underprivileged women. Our mission is to provide education, training, and resources to help women from marginalized communities overcome obstacles and achieve their full potential. We work to promote gender equality, increase access to healthcare and education, and provide opportunities for economic growth and development. Through our programs and initiatives, we strive to create a world where every woman has the resources and support she needs to thrive and succeed. Join us in our mission to empower women and help build a brighter future for all. Activity on Internshala Hiring since April 2023 2173 opportunities posted 64693 candidates hired Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login",Internship
House Of Couton Private Limited,Executive Assistance- Office Assistance,ML / AI,Internship,Bangalore,"Artificial Intelligence Markup Language (AIML), Effective Communication, Machine Learning, Operations, Certificate, Letter of recommendation, Flexible work hours","About part time job/internship Selected intern's day-to-day responsibilities include independently executing 1. Oversee communications with venture capitalists and distribute the pitch deck via email. 2. Coordinate events, track deadlines, and manage scheduling and timelines. 3. Provide support for day-to-day operational activities. Skill(s) required Artificial Intelligence Markup Language (AIML) Effective Communication Machine Learning Operations Earn certifications in these skills Learn Effective Communication Learn Machine Learning Who can apply Only those candidates can apply who: 1. are available for the part time job/internship 2. can start the part time job/internship between 13th Jun'26 and 18th Jul'26 3. are available for duration of 2 months 4. are from Lucknow only 5. have relevant skills and interests * Women wanting to start/restart their career can also apply. Perks Certificate Letter of recommendation Flexible work hours Number of openings 5 About House Of Couton Private Limited House of Couton Private Limited runs 'Feba', a proximity marketing platform to target customers present around retail stores to convert them for sales by enabling retailers to deliver nearby campaigns and lists of customers nearby to engage with them through personalized campaigns. Activity on Internshala Hiring since August 2019 298 opportunities posted 64 candidates hired Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login",Internship
"Lyfe Health App Incorporation (Toronto, Canada)",AI Agent Development,ML / AI,Internship,Bangalore,"Generative AI Tools, Python, React, Vibe Coding, Certificate, Letter of recommendation, Flexible work hours","About the work from home job/internship Selected intern's day-to-day responsibilities include: 1. Assist in designing and implementing AI algorithms to enhance the functionality of our website. 2. Collaborate with cross-functional teams to integrate AI features to build the app and optimize user experience. 3. Conduct research on the latest advancements in artificial intelligence and machine learning to stay ahead of the curve. 4. Analyze user data and feedback to improve AI agent performance and accuracy in delivering health insights. 5. Test and troubleshoot AI agent functionalities to ensure seamless integration and reliable performance. 6. Participate in team meetings and brainstorming sessions to contribute ideas for enhancing AI agent capabilities. 7. Support the development team in various tasks related to AI agent development and deployment. Skill(s) required Generative AI Tools Python React Vibe Coding Earn certifications in these skills Learn Generative AI Tools Learn Python Learn ReactJS Learn Vibe Coding Who can apply Only those candidates can apply who: 1. are available for the work from home job/internship 2. can work from 3:30 pm - 9:30 pm Indian Standard Time (as the company is based outside of India & their local work timings are 6:00 am - 12:00 pm Eastern Standard Time) 3. can start the work from home job/internship between 12th Jun'26 and 17th Jul'26 4. are available for duration of 4 months 5. have relevant skills and interests * Women wanting to start/restart their career can also apply. Other requirements 1. Candidates pursuing or completed a degree in computer science engineering, software engineering, or related fields 2. Hands-on experience or exposure to AI agent building, coding, or software development 3. Completion of relevant training, certifications, or courses in programming or development 4. Strong project portfolio demonstrating practical application of technical skills 5. Basic understanding of software development concepts, tools, and frameworks Perks Certificate Letter of recommendation Flexible work hours Number of openings 3 About Lyfe Health App Incorporation (Toronto, Canada) YouTube channel Lyfe Health aims to demystify health and wellness by making health principles across all 8 Dimensions of Wellness easy to understand and put into practice in your everyday life. From practical evidence articles online to a mobile app that helps you track your growth and progress, Lyfe Health aims to become the support system and trainer everyone needs when it comes to ultimately building their health. Activity on Internshala Hiring since June 2026 1 opportunity posted Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login",Internship
She Can Foundation,No Code Development,ML / AI,Internship,Bangalore,"Algorithms, Artificial intelligence, Artificial Intelligence Markup Language (AIML), ChatGPT, Claude, Data Structures, Deep Learning, Gemini, Grok, HTML, Machine Learning, Natural Language Processing (NLP), No?code development, Python, Certificate, Letter of recommendation, Flexible work hours, Job offer","About the work from home job/internship Are you passionate about technology and eager to make a difference in the world? Join us at She Can Foundation as a no-code development intern! We are looking for someone with knowledge in no-code development, ChatGPT, Claude, Gemini, Grok, artificial intelligence, AIML, machine learning, HTML, Python, data structures, algorithms, NLP, and Deep Learning. As an intern, you will have the opportunity to work on exciting projects and gain hands-on experience in the field. Your key responsibilities include: Selected intern's day-to-day responsibilities include: 1. Collaborating with the development team to create innovative solutions using AI technologies. 2. Assisting in the design and implementation of AI algorithms for various applications. 3. Developing and deploying ChatGPT models for customer interactions. 4. Utilizing NLP techniques to enhance the performance of our AI systems. 5. Working on projects involving Deep Learning to improve user experiences. 6. Writing clean and efficient code in Python for various tasks. 7. Researching and implementing new technologies to stay ahead in the rapidly evolving field of AI. If you are a motivated self-starter with a passion for AI and technology, we want to hear from you! Apply now and be a part of our mission to empower women through technology. Skill(s) required Algorithms Artificial intelligence Artificial Intelligence Markup Language (AIML) ChatGPT Claude Data Structures Deep Learning Gemini Grok HTML Machine Learning Natural Language Processing (NLP) No?code development Python Earn certifications in these skills Learn Algorithms Learn Artificial intelligence Learn Data Structures Learn Deep Learning Learn HTML Learn Machine Learning Learn NLP Learn Python + 1 more skills Who can apply Only those candidates can apply who: 1. are available for the work from home job/internship 2. can start the work from home job/internship between 12th Jun'26 and 17th Jul'26 3. are available for duration of 1 month 4. have relevant skills and interests * Women wanting to start/restart their career can also apply. Perks Certificate Letter of recommendation Flexible work hours Job offer Number of openings 10 About She Can Foundation The She Can Foundation is an NGO, registered under the Indian Societies Registration Act of 1860, dedicated to uplifting and empowering underprivileged women. Our mission is to provide education, training, and resources to help women from marginalized communities overcome obstacles and achieve their full potential. We work to promote gender equality, increase access to healthcare and education, and provide opportunities for economic growth and development. Through our programs and initiatives, we strive to create a world where every woman has the resources and support she needs to thrive and succeed. Join us in our mission to empower women and help build a brighter future for all. Activity on Internshala Hiring since April 2023 2173 opportunities posted 64693 candidates hired Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login",Internship
Resolute AI Software Private Limited,Gen AI/LLM,ML / AI,Internship,Bangalore,"Amazon Web Services (AWS), Artificial intelligence, C++ Programming, Google Cloud Platforms (GCP), Java, Machine Learning, Microsoft Azure, Python, TensorFlow, Certificate, Flexible work hours, 5 days a week","About the work from home job/internship Selected intern's day-to-day responsibilities include: 1. Collaborate with cross-functional teams to design, develop, and deploy AI-powered solutions 2. Experiment with RAG, LLM, and GenAI technologies to improve model performance and  efficiency 3. Work with Azure cloud services to deploy and manage AI models 4. Develop and refine prompt engineering techniques to enhance AI output 5. Stay up to date with the latest advancements in AI and contribute to internal knowledge  sharing Skill(s) required Amazon Web Services (AWS) Artificial intelligence C++ Programming Google Cloud Platforms (GCP) Java Machine Learning Microsoft Azure Python TensorFlow Earn certifications in these skills Learn Amazon Web Services (AWS) Learn Artificial intelligence Learn C++ Programming Learn Java Learn Machine Learning Learn Python Who can apply Only those candidates can apply who: 1. are available for the work from home job/internship 2. can start the work from home job/internship between 12th Jun'26 and 17th Jul'26 3. are available for duration of 3 months 4. have relevant skills and interests * Women wanting to start/restart their career can also apply. Other requirements 1. Currently pursuing a degree in computer science, AI, machine learning, or a related field 2. Strong foundation in programming languages like Python, Java, or C++ 3. Familiarity with AI frameworks like TensorFlow, PyTorch, or Keras 4. Experience with cloud platforms like Azure, AWS, or Google Cloud 5. Excellent problem-solving skills, creativity, and collaboration 6. At least 6 months of experience who has been building projects around retrieval augmented generation and working with LLMs, along with some knowledge of cloud computing platforms Perks Certificate Flexible work hours 5 days a week Additional information 1. Competitive stipend per month during the internship 2. Opportunity to work with a talented team on cutting-edge AI projects 3. Mentorship and guidance from experienced professionals 4. Collaborative and dynamic work environment 5. Flexible working hours and remote work options 6. Professional development and growth opportunities Number of openings 2 About Resolute AI Software Private Limited Website We work with enterprises to build AI capabilities, platforms, and solutions. We also offer AI consulting and services. We are an AI talent academy leveraging the latest technologies to deliver unique platforms and solutions. We are working on launching unique AI and ML-enabled solutions to solve critical problems around security, customer behavior analytics, and improving customer engagement. Activity on Internshala Hiring since June 2020 59 opportunities posted 8 candidates hired Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login",Internship
